,Livsmedelsnamn,Livsmedelsnummer,Gruppering,Näringsämne,Värde
105093,Kvarg smaksatt m. socker,6091,Mejeri,Tiamin (mg),0.04
105094,Drickyoghurt smaksatt fett ca 1% socker ca 8%,6092,Mejeri,Tiamin (mg),0.03
105095,Drickyoghurt smaksatt fett ca 1% socker ca 11%,6093,Mejeri,Tiamin (mg),0.03
105096,Frukostflingor fullkorn berikad typ Specialflingor,6110,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),1.4
105097,Yoghurt naturell fett 10%,6113,Mejeri,Tiamin (mg),0.04
105098,Pizza m. köttfärs frysvara,6120,Rätter,Tiamin (mg),0.11
105099,Pizza m. köttstek frysvara,6121,Rätter,Tiamin (mg),0.14
105100,Pizza m. tomat mozzarella veg. frysvara,6122,Rätter,Tiamin (mg),0.12
105101,Noni fruktpuré,6131,"Frukt, bär",Tiamin (mg),0.0
105102,Fisk Bordelaise,6132,Rätter,Tiamin (mg),0.06
105103,Ostkräm,6133,Rätter,Tiamin (mg),0.03
105104,Äppeljuice konc.,6134,Dryck,Tiamin (mg),0.01
105105,Matvete kokt m. salt,6145,"Pasta, ris, gryn",Tiamin (mg),0.09
105106,Mathavre kokt m. salt,6146,"Pasta, ris, gryn",Tiamin (mg),0.15
105107,Psylliumfröskal,6154,"Nötter, frön",Tiamin (mg),0.04
105108,Chiafrö,6157,"Nötter, frön",Tiamin (mg),0.47
105109,Hampafrö m. skal,6158,"Nötter, frön",Tiamin (mg),1.28
105110,Hampafrö u. skal,6159,"Nötter, frön",Tiamin (mg),1.28
105111,Vallmofrö,6160,"Nötter, frön",Tiamin (mg),0.85
105112,Senap sötstark,6164,Smaksättare,Tiamin (mg),0.09
105113,Kokosolja,6165,"Fett, olja",Tiamin (mg),0.0
105114,Majonnäs m. sojabönolja fett 80%,6166,Rätter,Tiamin (mg),0.02
105115,Majonnäs m. solrosolja fett 80%,6167,Rätter,Tiamin (mg),0.02
105116,Kräfta kräftstjärtar konserv. u. lag,6168,"Fisk, skaldjur",Tiamin (mg),0.01
105117,Sikrom Nordamerikansk,6169,"Fisk, skaldjur",Tiamin (mg),0.33
105118,Påläggskaviar m. färskost,6170,"Ägg, rom, kaviar",Tiamin (mg),0.16
105119,Tångkaviar röd,6171,Pålägg,Tiamin (mg),0.0
105120,Tångkaviar påläggskaviar,6172,Pålägg,Tiamin (mg),0.03
105121,Lax vildfångad Sverige rå,6173,"Fisk, skaldjur",Tiamin (mg),0.16
105122,Lax odlad Norge fjordlax rå frysvara,6174,"Fisk, skaldjur",Tiamin (mg),0.27
105123,Lax odlad Norge fjordlax rå förpackad,6225,"Fisk, skaldjur",Tiamin (mg),0.34
105124,Välling för barn pulver fullkorn osötad berikad,6231,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.98
105125,Välling för barn pulver havre osötad berikad,6234,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.8
105126,Välling för barn pulver majs osötad berikad,6235,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.79
105127,Välling för barn pulver havre mjölkfri osötad berikad,6236,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.88
105128,Barngröt pulver havre m. banan äpple mjölkfri osötad berikad,6239,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.98
105129,Barngröt pulver naturell fullkorn osötad berikad,6240,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.91
105130,Barnmat pasta couscous m. kyckling konserv.,6245,Rätter,Tiamin (mg),0.02
105131,Barnmat spagetti m. köttfärssås konserv.,6246,Rätter,Tiamin (mg),0.02
105132,Barnmat potatis m. nötköttsgryta konserv.,6247,Rätter,Tiamin (mg),0.02
105133,Barnmat pastagratäng m. fläskkött konserv.,6248,Rätter,Tiamin (mg),0.04
105134,Barnmat fiskgryta konserv.,6249,Rätter,Tiamin (mg),0.02
105135,Barnmat lasagne pastagratäng veg. m. grönsaker konserv.,6251,Rätter,Tiamin (mg),0.02
105136,Barnmat frukt bär m. yoghurt konserv.,6252,Övrigt,Tiamin (mg),0.02
105137,Barnmat frukt bär m. yoghurt konserv. berikad,6253,Övrigt,Tiamin (mg),0.02
105138,Fruktstång fruktgodis,6254,Godis,Tiamin (mg),0.04
105139,Fruktstång fruktgodis berikad,6255,Godis,Tiamin (mg),0.04
105140,Barnmat klämmis m. gröt päron mango havre hirs konserv.,6256,Övrigt,Tiamin (mg),0.04
105141,Välling för barn drickf. fullkorn osötad berikad,6257,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.14
105142,Välling för barn drickf. mild havre osötad berikad,6259,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.11
105143,Välling för barn drickf. majs osötad berikad,6260,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.12
105144,Välling för barn drickf. havre mjölkfri osötad berikad,6261,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.12
105145,Barngröt ätf. havre m. banan äpple mjölkfri osötad berikad,6262,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.23
105146,Barngröt ätf. naturell fullkorn osötad berikad,6263,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.21
105147,Sojaprotein bitar kylvara el. frysvara typ Tzay®,6264,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.19
105148,Sojaprotein bitar frysvara typ Oumph®,6265,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.02
105149,Havreprotein pulled havre strimlor kylvara el. frysvara,6266,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.11
105150,Sojaprotein färs kylvara el. frysvara berikad,6267,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.07
105151,Soja- och veteprotein färs frysvara,6268,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.34
105152,Sojaprotein bullar kylvara el. frysvara,6270,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.06
105153,Mykoprotein bullar frysvara,6272,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),8.38
105154,Mykoprotein nugget kylvara el. frysvara,6273,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.16
105155,Sojaprotein nugget kylvara el. frysvara,6274,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.28
105156,Soja- och veteprotein nugget kylvara el. frysvara,6275,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.09
105157,Soja- och veteprotein nugget kylvara el. frysvara berikad,6276,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.09
105158,Soja- och veteprotein bitar som alternativ till bacon kylvara el. frysvara,6277,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),7.09
105159,Soja- och veteprotein schnitzel kylvara el. frysvara,6279,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.17
105160,Soja- och veteprotein schnitzel kylvara el. frysvara berikad,6280,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.17
105161,Mykoprotein schnitzel kylvara el. frysvara,6281,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.11
105162,Mykoprotein färs bitar filé stekt,6282,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.02
105163,Falafel kikärtskroketter stekta,6283,Rätter,Tiamin (mg),0.19
105164,Falafel kikärtskroketter ugnsstekta,6284,Rätter,Tiamin (mg),0.21
105165,Soja- och veteprotein bullar stekta,6285,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.16
105166,Soja- och veteprotein bullar ugnsstekta,6286,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.17
105167,Sojaprotein färs stekt,6287,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.11
105168,Sojaprotein bitar stekta typ Tzay®,6288,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.2
105169,Sojaprotein bitar stekta typ Oumph®,6289,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.02
105170,Havreprotein pulled havre strimlor stekt,6290,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.15
105171,Sojaprotein färs stekt berikad,6291,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.11
105172,Soja- och veteprotein färs stekt,6292,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.49
105173,Ärtprotein färs stekt,6293,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.11
105174,Sojaprotein bullar stekta,6294,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.07
105175,Sojaprotein bullar ugnsstekta,6295,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.08
105176,Mykoprotein bullar stekta,6298,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),9.81
105177,Mykoprotein nugget stekt,6299,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.15
105178,Mykoprotein nugget ugnsstekt,6300,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.16
105179,Sojaprotein nugget stekt,6301,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.27
105180,Sojaprotein nugget ugnsstekt,6302,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.29
105181,Soja- och veteprotein nugget stekt,6303,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.09
105182,Soja- och veteprotein nugget ugnsstekt,6304,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.09
105183,Soja- och veteprotein nugget stekt berikad,6305,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.09
105184,Soja- och veteprotein nugget ugnsstekt berikad,6306,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.09
105185,Soja- och veteprotein baconimitation stekt,6307,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),7.99
105186,Soja- och veteprotein schnitzel stekt,6309,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.17
105187,Soja- och veteprotein schnitzel ugnsstekt,6310,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.17
105188,Soja- och veteprotein schnitzel stekt berikad,6311,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.17
105189,Soja- och veteprotein schnitzel ugnsstekt berikad,6312,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.19
105190,Mykoprotein schnitzel ugnsstekt,6313,"Quorn, sojaprotein, vegetariska produkter",Tiamin (mg),0.11
105191,Äggstanning,6314,Rätter,Tiamin (mg),0.05
105192,Jams kokt u. salt,6330,"Grönsaker, baljväxter, svamp",Tiamin (mg),0.1
105193,Vindruvor gröna,6333,"Frukt, bär",Tiamin (mg),0.04
105194,Vindruvor röda,6334,"Frukt, bär",Tiamin (mg),0.09
105195,Dressing hamburgerdressing lätt fett 28 %,6336,Smaksättare,Tiamin (mg),0.04
105196,Majonnäs äggfri,6337,Rätter,Tiamin (mg),0.0
105197,Sås mango curry m. majonnäs kylvara,6338,Smaksättare,Tiamin (mg),0.02
105198,Ostsås m. kalkon,6341,Rätter,Tiamin (mg),0.04
105199,Lasagne m. zucchini aubergine nötfärs,6342,Rätter,Tiamin (mg),0.04
105200,Karlssons frestelse m. nötfärs,6345,Rätter,Tiamin (mg),0.06
105201,Lasagne nötfärs,6346,Rätter,Tiamin (mg),0.04
105202,Skinkfrestelse m. grädde,6348,Rätter,Tiamin (mg),0.2
105203,Lök stekt m. flytande matfett,6349,"Grönsaker, baljväxter, svamp",Tiamin (mg),0.04
105204,Tzatziki m. morot,6352,Rätter,Tiamin (mg),0.04
105205,Mango currysås hemlagad,6353,Rätter,Tiamin (mg),0.04
105206,Kycklingpanna m. citron örter crème fraiche,6355,Rätter,Tiamin (mg),0.04
105207,Cowboysoppa m. potatis köttfärs,6356,Rätter,Tiamin (mg),0.12
105208,Fransk bondsoppa m. fläsk rotfrukter,6357,Rätter,Tiamin (mg),0.06
105209,Kycklingpanna m. lime honung crème fraiche,6358,Rätter,Tiamin (mg),0.11
105210,Hedvigsoppa m. vitkål nötfärs morot,6359,Rätter,Tiamin (mg),0.04
105211,Nikkaluoktasoppa m. vitkål nötfärs,6360,Rätter,Tiamin (mg),0.04
105212,Mexicanasoppa m. kyckling majs,6361,Rätter,Tiamin (mg),0.03
105213,Kycklingpanna m. oliv basilika citron grädde,6362,Rätter,Tiamin (mg),0.11
105214,Färsruta m. fetaost ugnsstekt,6364,Kött,Tiamin (mg),0.09
105215,Fisk cornflakesfisk panerad ugnsstekt,6366,Rätter,Tiamin (mg),0.11
105216,Gryta fiskgryta m. torsk kokosmjölk curry,6367,Rätter,Tiamin (mg),0.06
105217,Rödbetshummus,6368,Rätter,Tiamin (mg),0.07
105218,Ajvaryoghurt,6369,Rätter,Tiamin (mg),0.04
105219,Karl-Alfredsås m. yoghurt spenat,6370,Rätter,Tiamin (mg),0.04
105220,Chili- och mangosås,6372,Rätter,Tiamin (mg),0.03
105221,Fisk mager m. fänkål tomat crème fraiche ångkokt,6373,Rätter,Tiamin (mg),0.07
105222,Bondomelett m. bönor,6374,Rätter,Tiamin (mg),0.09
105223,Grönsaksbiff Caribbean stekt,6375,Rätter,Tiamin (mg),0.07
105224,Gräddsås m. persilja,6377,Rätter,Tiamin (mg),0.03
105225,Köttfärs- och grönsaksbiff stekt,6378,Rätter,Tiamin (mg),0.09
105226,Grönsaksbiff broccolibiff stekt veg.,6379,Rätter,Tiamin (mg),0.06
105227,Gryta kycklinggryta m. bönor kakao ,6380,"Kyckling, fågel",Tiamin (mg),0.13
105228,Fisk Björkeby m. ströbröd smör persilja ugnsstekt,6381,"Fisk, skaldjur",Tiamin (mg),0.08
105229,Fisk m. soltorkad tomat persilja vitlök,6382,"Fisk, skaldjur",Tiamin (mg),0.08
105230,Gratäng djungelgratäng m. kyckling banan mango chutney crème fraiche,6383,Rätter,Tiamin (mg),0.11
105231,Mango chutney,6384,"Sylt, marmelad, gelé, chutney",Tiamin (mg),0.02
105232,Gratäng m. kassler ananas ost,6385,Rätter,Tiamin (mg),0.28
105233,Gryta fiskgryta brasiliansk fiskgryta m. kokosmjölk krossad tomat paprika,6386,Rätter,Tiamin (mg),0.08
105234,Gryta mormors kycklinggryta m. svamp,6387,Rätter,Tiamin (mg),0.1
105235,Gryta köttgryta m. fransk senap pepparrot gräddfil,6388,Rätter,Tiamin (mg),0.04
105236,Gryta fisk m. crème fraiche curry apelsin,6389,Rätter,Tiamin (mg),0.05
105237,Korv falukorv ugnsstekt m. ajvar,6390,Rätter,Tiamin (mg),0.14
105238,Gryta kyckling tikka masala,6391,Rätter,Tiamin (mg),0.07
105239,Senapskräm,6392,Rätter,Tiamin (mg),0.02
105240,Köttfärslåda,6393,Rätter,Tiamin (mg),0.11
105241,Gryta mykoprotein m. lätt crème fraiche bambuskott haricot verts paprika veg.,6395,Rätter,Tiamin (mg),0.02
105242,Gryta mykoprotein tikka masala veg.,6396,Rätter,Tiamin (mg),0.02
105243,Gryta mykoprotein m. fransk senap pepparrot gräddfil veg.,6397,Rätter,Tiamin (mg),0.02
105244,Grönsaksburgare stekt veg.,6398,Rätter,Tiamin (mg),0.11
105245,Grönsaksbiff rödbetsbiff stekt veg.,6399,Rätter,Tiamin (mg),0.04
105246,Grönsaksbiff morotsbiff stekt veg.,6400,Rätter,Tiamin (mg),0.06
105247,Grönsaksbiff zucchinibiff m. ost stekt veg.,6401,Rätter,Tiamin (mg),0.06
105248,Grönsaksbiff ärt- och kålrotsbiff stekt veg. kylvara,6402,Rätter,Tiamin (mg),0.09
105249,Grönsaksbiff kikärtsbiff stekt veg. hemlagad,6403,Rätter,Tiamin (mg),0.11
105250,Gryta chili sin carne m. zucchini paprika veg.,6404,Rätter,Tiamin (mg),0.03
105251,Gryta chili sin carne m. mykoprotein veg.,6405,Rätter,Tiamin (mg),0.03
105252,Gryta chili con soja veg.,6406,Rätter,Tiamin (mg),0.04
105253,Mykoproteinfärssås veg. ,6407,Rätter,Tiamin (mg),0.07
105254,Gryta böngryta provencale m. potatis rotselleri vitt vin crème fraiche veg.,6408,Rätter,Tiamin (mg),0.03
105255,Gryta halloumigryta m. linser veg.,6409,Pålägg,Tiamin (mg),0.09
105256,Halloumi stroganoff veg.,6410,Rätter,Tiamin (mg),0.05
105257,Gryta halloumigryta m. aubergine veg.,6411,Rätter,Tiamin (mg),0.02
105258,Gryta mykoprotein m. grönsaker veg.,6412,Rätter,Tiamin (mg),0.04
105259,Gryta kalops m. mykoprotein veg.,6413,Rätter,Tiamin (mg),0.01
105260,Gryta indonesisk kycklinggryta m. mango chutney,6414,Rätter,Tiamin (mg),0.06
105261,Gryta mykoprotein indonesisk gryta m. mango chutney veg.,6415,Rätter,Tiamin (mg),0.02
105262,Gryta mykoprotein m. persika veg.,6416,Rätter,Tiamin (mg),0.03
105263,Bön stroganoff veg.,6417,Rätter,Tiamin (mg),0.06
105264,Gryta m. gröna linser rotfrukter kokosmjölk veg.,6418,Rätter,Tiamin (mg),0.04
105265,Gryta gulasch m. bönor veg.,6419,Rätter,Tiamin (mg),0.04
105266,Grönsaker ugnsstekta,6420,Rätter,Tiamin (mg),0.03
105267,Majssås,6421,Rätter,Tiamin (mg),0.02
105268,Gryta kikärtsgryta m. aprikos blandade grönsaker veg.,6422,Rätter,Tiamin (mg),0.03
105269,Svamp stroganoff veg.,6423,Rätter,Tiamin (mg),0.08
105270,Broccolisås,6424,Rätter,Tiamin (mg),0.04
105271,Gryta indisk lammgryta,6425,Rätter,Tiamin (mg),0.06
105272,Sojafärssås veg.,6426,Rätter,Tiamin (mg),0.09
105273,Sojafärssås m. linser veg.,6427,Rätter,Tiamin (mg),0.08
105274,Tikka masala m. potatis grönsaker veg.,6429,Rätter,Tiamin (mg),0.09
105275,Medelhavssås m. grädde soltorkad tomat,6430,Rätter,Tiamin (mg),0.04
105276,Sås m. grädde soltorkad tomat basilika vitlök,6431,Rätter,Tiamin (mg),0.04
105277,Gryta currygryta m. grönsaker veg.,6433,Rätter,Tiamin (mg),0.06
105278,Pasta carbonara m. pasta sojabönor veg.,6434,Rätter,Tiamin (mg),0.07
105279,Lasagne m. linser veg.,6436,Rätter,Tiamin (mg),0.05
105280,Lasagne m. grönsaker veg. ,6437,Rätter,Tiamin (mg),0.07
105281,Grönsaksbas grönsakspasta,6438,"Grönsaker, baljväxter, svamp",Tiamin (mg),0.03
105282,Tomatsås m. grädde,6439,Rätter,Tiamin (mg),0.03
105283,Morotssås,6440,Rätter,Tiamin (mg),0.03
105284,Ajvar- och spenatsås,6441,Rätter,Tiamin (mg),0.07
105285,Paprika grillad,6442,"Grönsaker, baljväxter, svamp",Tiamin (mg),0.03
105286,Lasagne m. cottage cheese veg. ,6446,Rätter,Tiamin (mg),0.03
105287,Paj m. fetaost sötpotatis veg.,6447,Rätter,Tiamin (mg),0.04
105288,Grynblandning havre råg vete korn kokt m. salt,6448,"Pasta, ris, gryn",Tiamin (mg),0.09
105289,Soppa m. kokosmjölk blomkål potatis spenat veg.,6449,Rätter,Tiamin (mg),0.03
105290,Sötpotatissoppa m. linser chili kokosmjölk veg.,6450,Rätter,Tiamin (mg),0.04
105291,Rysk kålsoppa veg.,6451,Rätter,Tiamin (mg),0.02
105292,Vegestronesoppa veg.,6452,Rätter,Tiamin (mg),0.03
105293,Gratäng m. mykoprotein ananas veg. ,6453,Rätter,Tiamin (mg),0.05
105294,Pumpasoppa veg.,6454,Rätter,Tiamin (mg),0.02
105295,Gryta chiligryta m. bönor linser sojakorv veg.,6455,Rätter,Tiamin (mg),0.07
105296,Lasagne m. skinka,6456,Rätter,Tiamin (mg),0.14
105297,Pastasås m. kyckling paprika,6457,Rätter,Tiamin (mg),0.06
105298,Pastagratäng Rossini m. kycklingfärs ananas paprika squash tomat purjolök,6458,Rätter,Tiamin (mg),0.06
105299,Köttfärssås Vivaldi nöt m. squash majs paprika rödlök ost,6459,Rätter,Tiamin (mg),0.05
105300,Chiapudding,6461,Rätter,Tiamin (mg),0.08
105301,Korv stroganoff hemlagad,6462,Rätter,Tiamin (mg),0.24
105302,Lasagne hemlagad,6463,Rätter,Tiamin (mg),0.09
105303,Pizza Funghi m. champinjoner restaurang,6466,Rätter,Tiamin (mg),0.07
105304,Havremjöl fullkorn,6468,Mjöl,Tiamin (mg),0.29
105305,Vitlökssås m. örter hemlagad,6469,Rätter,Tiamin (mg),0.02
105306,Öring Sverige höst rå ,6478,"Fisk, skaldjur",Tiamin (mg),0.14
105307,Taco tortilla m. köttfärs grönsaker ost,6479,Rätter,Tiamin (mg),0.04
105308,Kornflingor ångprep. fullkorn,6480,"Pasta, ris, gryn",Tiamin (mg),0.33
105309,Rågflingor ångprep. fullkorn,6481,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.2
105310,Veteflingor ångprep. fullkorn,6482,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.4
105311,Dinkelmjöl,6494,Mjöl,Tiamin (mg),0.21
105312,Grönsaksbiff jordnötsbiff tillagad veg.,6506,Rätter,Tiamin (mg),0.09
105313,Vitlökssås fetthalt ca 10%,6514,Rätter,Tiamin (mg),0.02
105314,Vetemjöl durum,6542,Mjöl,Tiamin (mg),0.15
105315,Modersmjölksersättning,6552,Övrigt,Tiamin (mg),0.06
105316,Tillskottsnäring för småbarn,6553,Övrigt,Tiamin (mg),0.08
105317,Mjölblandning vete korn råg havre,6574,Mjöl,Tiamin (mg),0.22
105318,Mjölblandning rågsikt,6576,Mjöl,Tiamin (mg),0.26
105319,"Varm choklad m. veg. dryck fett ca 1,5%",6599,Dryck,Tiamin (mg),0.03
105320,Pizza Vesuvio m. skinka restaurang,6624,Rätter,Tiamin (mg),0.17
105321,Pizza Capricciosa m. skinka champinjoner restaurang,6625,Rätter,Tiamin (mg),0.13
105322,Pizza m. kött restaurang,6628,Rätter,Tiamin (mg),0.11
105323,Pizza Bussola m. skinka räkor restaurang,6629,Rätter,Tiamin (mg),0.09
105324,Pizza m. köttfärs restaurang,6630,Rätter,Tiamin (mg),0.06
105325,Pizza m. ost restaurang,6632,Rätter,Tiamin (mg),0.06
105326,Rapsolja berikad,6651,"Fett, olja",Tiamin (mg),0.0
105327,Muskotnöt malen,6666,Smaksättare,Tiamin (mg),0.04
105328,Fisksås,6675,Smaksättare,Tiamin (mg),0.01
105329,Durra el. andra sorghumarter mjöl,6676,"Pasta, ris, gryn",Tiamin (mg),0.1
105330,Amarant mjöl,6677,Mjöl,Tiamin (mg),0.04
105331,Kiwi gul,6678,"Frukt, bär",Tiamin (mg),0.02
105332,Sojasås shoyu,6682,Smaksättare,Tiamin (mg),0.05
105333,Pizzadeg tillagad hemlagad,6695,Rätter,Tiamin (mg),0.08
105334,Insalata Caprese,6701,"Grönsaker, baljväxter, svamp",Tiamin (mg),0.02
105335,Waldorfsallad,6702,Rätter,Tiamin (mg),0.03
105336,Jordnötter m. chokladöverdrag,6703,Godis,Tiamin (mg),0.54
105337,Chokladkex m. vaniljfyllning,6704,"Bullar, kakor, tårtor",Tiamin (mg),0.08
105338,Risotto m. kyckling spenat,6705,Rätter,Tiamin (mg),0.05
105339,Pannkaka tunn u. mjölk ägg,6750,Rätter,Tiamin (mg),0.06
105340,Bröd rågsikt fibrer ca 4% typ rågkaka,6757,Bröd,Tiamin (mg),0.18
105341,Sött vetebröd kanelbulle gräddad kylvara frysvara el. butiksbakad,6758,"Bullar, kakor, tårtor",Tiamin (mg),0.12
105342,Bröd fröbröd fullkorn vete råg,6759,Bröd,Tiamin (mg),0.25
105343,Pizza m. tomatsås ost restaurang,6760,Rätter,Tiamin (mg),0.07
105344,Pizzadeg tillagad kylvara,6761,Bröd,Tiamin (mg),0.02
105345,Pommes frites smaksatta tillagad frysvara,6762,Rätter,Tiamin (mg),0.1
105346,Frukostflingor vete puffat m. choklad,6763,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.16
105347,Frukostflingor granola m. frukt nötter,6764,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.41
105348,Frukostflingor granola m. kakao hallon,6765,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.29
105349,Majskaka smaksatt ost,6766,Bröd,Tiamin (mg),0.05
105350,Linskaka smaksatt,6767,Bröd,Tiamin (mg),0.19
105351,Kex bokstavskex fullkorn,6768,"Bullar, kakor, tårtor",Tiamin (mg),0.16
105352,Pepparkaksdeg kylvara,6769,Övrigt,Tiamin (mg),0.06
105353,Bröd vitt croissant gräddad kylvara frysvara el. butiksbakad,6770,"Bullar, kakor, tårtor",Tiamin (mg),0.16
105354,Pommes frites smaksatta frysvara,6780,Rätter,Tiamin (mg),0.09
105355,Frukostflingor majs typ cornflakes,6781,"Flingor, frukostflingor, müsli, gröt, välling",Tiamin (mg),0.01
105356,Ris sushiris kokt,6782,"Pasta, ris, gryn",Tiamin (mg),0.01
105357,Nudlar äggnudlar kokta u. salt,6786,"Pasta, ris, gryn",Tiamin (mg),0.02
105358,Havregurt hallon berikad,6790,Mejeri,Tiamin (mg),0.0
105359,Havregurt blåbär hallon berikad,6791,Mejeri,Tiamin (mg),0.0
105360,Havregurt jordgubb berikad,6792,Mejeri,Tiamin (mg),0.0
105361,Havregurt vanilj berikad,6793,Mejeri,Tiamin (mg),0.0
